"page","term","title","authors","year","n_citations","abstract"
1,"miR-16-1-3p","miR-16-1-3p targets TWIST1 to inhibit cell proliferation and invasion in NSCLC.","QQ Feng, ZQ Dong, Y Zhou, H Zhang","2018",21,"… In our study, the impact of miR-16-1-3p on cell proliferation and invasion in NSCLC was 
explored. miR-16-1-3p mimics were transfected to A549 cells for miR-16-1-3p overexpression. …"
